Topic,Word,POS,Transcription,,,,,
خانواده,مادربزرگ,NOUN,mɒːderebezereɡ,,,,,
خانواده,پدربزرگ,NOUN,pederebezereɡ,,,,,
خانواده,نوه,NOUN,nuːe,,,,,
خانواده,نتیجه,NOUN,netiːdʒee,,,,,
خانواده,دخترخاله,NOUN,dexeterexɒːlee,,,,,
خانواده,دخترعمه,NOUN,dexetereemee,,,,,
خانواده,دخترعمو,NOUN,dexetereemuː,,,,,
خانواده, دختر‌دایی,NOUN,dexeter dɒːjiː,,,,,
خانواده,عمه,NOUN,emee,,,,,
خانواده,عمو,NOUN,emuː,,,,,
خانواده,خاله,NOUN,xɒːlee,,,,,
خانواده,دایی,NOUN,dɒːjiː,,,,,
خانواده,خواهرزاده,NOUN,xuːɒːhrezɒːdee,,,,,
خانواده, برادرزاده,NOUN,berɒːderezɒːdee,,,,,
فضا و کمیت,مکان,NOUN,mekɒːn,,,,,
فضا و کمیت,موقعیت,NOUN,muːqeiːt,,,,,
فضا و کمیت,حرکت,NOUN,hereket,,,,,
فضا و کمیت,سرعت,NOUN,sereet,,,,,
فضا و کمیت,شتاب,NOUN,ʃetɒːb,,,,,
فضا و کمیت,جهت,NOUN,dʒeht,,,,,
فضا و کمیت,اندازه,NOUN,ænedɒːzee,,,,,
فضا و کمیت,طول,NOUN,tuːl,,,,,
فضا و کمیت,طولانی,NOUN,tuːlɒːniː,,,,,
فضا و کمیت,ارتفاع,NOUN,æretefɒː,,,,,
فضا و کمیت,عرض,NOUN,erez,,,,,
فضا و کمیت,بلند,NOUN,belened,,,,,
فضا و کمیت, پهن,NOUN,pehn,,,,,
فضا و کمیت,اکثریت,NOUN,ækeseriːt,,,,,
فضا و کمیت,اقلیت,NOUN,æqeliːt,,,,,
فضا و کمیت,افزایش,NOUN,æfezɒːiːʃ,,,,,
فضا و کمیت,کاهش,NOUN,kɒːhʃ,,,,,
فضا و کمیت,رشد,NOUN,rosd,,,,,
فضا و کمیت, انتها,NOUN,ænetehɒː,,,,,
فضا و کمیت,عمق,NOUN,emeq,,,,,
فضا و کمیت,فضا,NOUN,fezɒː,,,,,
فضا و کمیت,مساحت,NOUN,mesɒːhet,,,,,
فضا و کمیت,حجم,NOUN,hedʒem,,,,,
فضا و کمیت,فاصله,NOUN,fɒːselee,,,,,
فضا و کمیت,عمق,NOUN,emeq,,,,,
فضا و کمیت,سطح,NOUN,seteh,,,,,
فضا و کمیت,تراز,NOUN,tæraz,,,,,
فضا و کمیت,نقطه,NOUN,neqetee,,,,,
فضا و کمیت,خط,NOUN,xet,,,,,
فضا و کمیت,منحنی,NOUN,meneheniː,,,,,
فضا و کمیت,مرکز,NOUN,merekez,,,,,
فضا و کمیت,لبه,NOUN,lebee,,,,,
فضا و کمیت,گوشه,NOUN,ɡuːʃee,,,,,
فضا و کمیت,سمت,NOUN,semet,,,,,
فضا و کمیت,بالا,NOUN,bɒːlɒː,,,,,
فضا و کمیت,پایین,NOUN,pɒːjiːn,,,,,
فضا و کمیت,جلو,NOUN,jelov,,,,,
فضا و کمیت,پشت,NOUN,post,,,,,
فضا و کمیت,نزدیک,NOUN,nezediːk,,,,,
فضا و کمیت,دور,NOUN,dowr,,,,,
فضا و کمیت,داخل,NOUN,dæxel,,,,,
فضا و کمیت,خارج,NOUN,xɒːredʒ,,,,,
فضا و کمیت,اطراف,NOUN,æterɒːf,,,,,
فضا و کمیت,بین,NOUN,bæyyen,,,,,
فضا و کمیت,درون,NOUN,deruːn,,,,,
فضا و کمیت,بیرون,NOUN,biːruːn,,,,,
فضا و کمیت,مقدار,NOUN,meqedɒːr,,,,,
فضا و کمیت,عدد,NOUN,ædæd,,,,,
فضا و کمیت,مجموع,NOUN,medʒemuː,,,,,
فضا و کمیت,بخش,NOUN,bexeʃ,,,,,
فضا و کمیت,نصف,NOUN,nesef,,,,,
فضا و کمیت,حداقل,NOUN,hedɒːqel,,,,,
فضا و کمیت,حداکثر,NOUN,hedɒːkeser,,,,,
فضا و کمیت,میانگین,NOUN,mjɒːneɡiːn,,,,,
فضا و کمیت,مساوی,NOUN,mesɒːviː,,,,,
فضا و کمیت,کامل,NOUN,kɒːmel,,,,,
فضا و کمیت,پر,NOUN,per,,,,,
فضا و کمیت,خالی,NOUN,xɒːliː,,,,,
فضا و کمیت,اضافه,NOUN,æzɒːfee,,,,,
اقتصاد,اقتصاد,NOUN,eqtesæd,,,,,
اقتصاد,مصرف,NOUN,meseref,,,,,
اقتصاد,تقاضا,NOUN,teqɒːzɒː,,,,,
اقتصاد,شرکت,NOUN,ʃeɾkæt,,,,,
اقتصاد,تجارت,NOUN,tedʒɒːret,,,,,
اقتصاد,بازار,NOUN,bæzær,,,,,
اقتصاد,خدمات,NOUN,xedemɒːt,,,,,
اقتصاد,محصول,NOUN,mehesuːl,,,,,
اقتصاد,تولید,NOUN,tuːliːd,,,,,
اقتصاد,تراکنش,NOUN,terɒːkeneʃ,,,,,
اقتصاد,معامله,NOUN,meɒːmelee,,,,,
اقتصاد,پول,NOUN,puːl,,,,,
اقتصاد,اسکناس,NOUN,æsekenɒːs,,,,,
اقتصاد,تعرفه,NOUN,teerefee,,,,,
اقتصاد,قیمت,NOUN,qiːmet,,,,,
اقتصاد,ارزش,NOUN,ærezeʃ,,,,,
اقتصاد,درآمد,NOUN,derɒːmed,,,,,
اقتصاد,هزینه,NOUN,hziːnee,,,,,
اقتصاد,سود,NOUN,suːd,,,,,
اقتصاد,ضرر,NOUN,zerer,,,,,
اقتصاد,حقوق,NOUN,hoquːq,,,,,
اقتصاد,پرداخت,NOUN,peredɒːxet,,,,,
اقتصاد,فاکتور,NOUN,fɒːketuːr,,,,,
اقتصاد,حساب,NOUN,hesɒːb,,,,,
اقتصاد,بدهی,NOUN,bedehiː,,,,,
اقتصاد,اعتبار,NOUN,æetebɒːr,,,,,
اقتصاد,وام,NOUN,uːɒːm,,,,,
اقتصاد,بهره,NOUN,behree,,,,,
اقتصاد,بانک,NOUN,bɒːnek,,,,,
اقتصاد,سرمایه,NOUN,seremɒːiːe,,,,,
اقتصاد,پس‌انداز,NOUN,pes ɒːnedɒːz,,,,,
اقتصاد,بودجه,NOUN,buːdedʒee,,,,,
اقتصاد,مالیات,NOUN,mɒːljɒːt,,,,,
اقتصاد,نرخ,NOUN,nerex,,,,,
اقتصاد,تخفیف,NOUN,texefiːf,,,,,
اقتصاد,عرضه,NOUN,erezee,,,,,
اقتصاد,خرید,NOUN,xeriːd,,,,,
اقتصاد,فروش,NOUN,feruːʃ,,,,,
اقتصاد,مشتری,NOUN,meʃeteriː,,,,,
اقتصاد,قرارداد,NOUN,qerɒːredɒːd,,,,,
اقتصاد,امضا,NOUN,æmezɒː,,,,,
اقتصاد,مالکیت,NOUN,mɒːlekiːt,,,,,
اقتصاد,ثروت,NOUN,seruːt,,,,,
اقتصاد,فقر,NOUN,fæqr,,,,,
اقتصاد,تورم,NOUN,tuːrem,,,,,
اقتصاد,رشد,NOUN,rosd,,,,,
اقتصاد,اقتصادی,NOUN,æqetesɒːdiː,,,,,
اقتصاد,صنعت,NOUN,seneet,,,,,
اقتصاد,شرکت,NOUN,ʃeɾkæt,,,,,
اقتصاد,کسب‌وکار,NOUN,keseb uːkɒːr,,,,,
اقتصاد,رقابت,NOUN,reqɒːbet,,,,,
اقتصاد,انحصار,NOUN,ænehesɒːr,,,,,
اقتصاد,توزیع,NOUN,tuːziː,,,,,
اقتصاد,صادرات,NOUN,sɒːderɒːt,,,,,
اقتصاد,واردات,NOUN,uːɒːredɒːt,,,,,
ورزش,کشتی,NOUN,kestiː,,,,,
ورزش,بیلیارد,NOUN,biːljɒːred,,,,,
ورزش,بوکس,NOUN,buːkes,,,,,
ورزش,کوهنوردی,NOUN,kuːhnuːrediː,,,,,
ورزش,دومیدانی,NOUN,duːmiːdɒːniː,,,,,
ورزش, صخره‌نوردی,NOUN,sexereh nuːrediː,,,,,
ورزش,شمشیربازی,NOUN,ʃemeʃiːrebɒːziː,,,,,
ورزش,اسکی,NOUN,æsekiː,,,,,
ورزش,ژیمناستیک,NOUN,ʒiːmenɒːsetiːk,,,,,
ورزش,گلف,NOUN,ɡelef,,,,,
ورزش,بولینگ,NOUN,buːliːneɡ,,,,,
ورزش,هاکی,NOUN,hɒːkiː,,,,,
ورزش,اسکیت,NOUN,æsekiːt,,,,,
ورزش,پیاده‌روی,NOUN,pjɒːdeh ruːiː,,,,,
ورزش,شنا,NOUN,ʃenɒː,,,,,
ورزش,قایقرانی,NOUN,qɒːiːqerɒːniː,,,,,
ورزش,موج‌سواری,NOUN,muːdʒ suːɒːriː,,,,,
ورزش,واترپلو,NOUN,uːɒːterepeluː,,,,,
ورزش,بسکتبال,NOUN,beseketebɒːl,,,,,
ورزش,بدمینتون,NOUN,bedemiːnetuːn,,,,,
ورزش,هندبال,NOUN,hnedebɒːl,,,,,
ورزش,بیسبال,NOUN,biːsebɒːl,,,,,
ورزش,کریکت,NOUN,keriːket,,,,,
ورزش,فوتبال,NOUN,fuːtebɒːl,,,,,
ورزش,راگبی,NOUN,rɒːɡebiː,,,,,
ورزش,تنیس,NOUN,teniːs,,,,,
ورزش,والیبال,NOUN,uːɒːliːbɒːl,,,,,
ورزش,جودو,NOUN,dʒuːduː,,,,,
ورزش,کاراته,NOUN,kɒːrɒːtee,,,,,
ورزش,تکواندو,NOUN,tekuːɒːneduː,,,,,
ورزش,کونگ‌فو,NOUN,kuːneɡ fuː,,,,,
ورزش,وزنه‌,NOUN,uːzeneh ,,,,,
ورزش,بدنسازی,NOUN,bedenesɒːziː,,,,,
ورزش,کراس‌فیت,NOUN,kerɒːs fiːt,,,,,
ورزش,یوگا,NOUN,jvɡɒː,,,,,
ورزش,پیلاتس,NOUN,piːlɒːtes,,,,,
ورزش,تیراندازی,NOUN,tiːrɒːnedɒːziː,,,,,
ورزش,چوگان,NOUN,tʃuːɡɒːn,,,,,
ورزش,موتورسواری,NOUN,muːtuːresuːɒːriː,,,,,
ورزش,کارتینگ,NOUN,kɒːretiːneɡ,,,,,
ورزش,ماراتن,NOUN,mɒːrɒːten,,,,,
ورزش,دو,NOUN,dæv,,,,,
ورزش,پرش,NOUN,pereʃ,,,,,
ورزش,غواصی,NOUN,ɣuːɒːsiː,,,,,
ورزش,پاروزنی,NOUN,pɒːruːzeniː,,,,,
ورزش,ماهیگیری ,NOUN,mɒːhiːɡiːriː,,,,,
ورزش,اسنوبورد,NOUN,æsenuːbuːred,,,,,
ورزش,اسکیت,NOUN,æsekiːt,,,,,
ورزش,پارکور,NOUN,pɒːrekuːr,,,,,
ورزش,فوتسال,NOUN,fuːtesɒːl,,,,,
بدن انسان,پا,NOUN,pɒː,,,,,
بدن انسان,پاشنه,NOUN,pɒːʃenee,,,,,
بدن انسان,ساق,NOUN,sɒːq,,,,,
بدن انسان,زانو,NOUN,zɒːnuː,,,,,
بدن انسان,ران,NOUN,rɒːn,,,,,
بدن انسان,سر,NOUN,ser,,,,,
بدن انسان,صورت,NOUN,suːret,,,,,
بدن انسان,دهان,NOUN,dehɒːn,,,,,
بدن انسان,لب,NOUN,leb,,,,,
بدن انسان,دندان,NOUN,denedɒːn,,,,,
بدن انسان,چشم,NOUN,tʃeʃem,,,,,
بدن انسان,بینی,NOUN,biːniː,,,,,
بدن انسان,ریش,NOUN,riːʃ,,,,,
بدن انسان,سبیل,NOUN,sebiːl,,,,,
بدن انسان,مو,NOUN,muː,,,,,
بدن انسان,گوش,NOUN,ɡuːʃ,,,,,
بدن انسان,مغز,NOUN,meɣez,,,,,
بدن انسان,معده,NOUN,meedee,,,,,
بدن انسان,بازو,NOUN,bɒːzuː,,,,,
بدن انسان,آرنج,NOUN,ɒːrenedʒ,,,,,
بدن انسان,شانه,NOUN,ʃɒːnee,,,,,
بدن انسان,ناخن,NOUN,nɒːxen,,,,,
بدن انسان,دست,NOUN,deset,,,,,
بدن انسان,مچ,NOUN,metʃ,,,,,
بدن انسان,انگشت,NOUN,æneɡeʃet,,,,,
بدن انسان,باسن,NOUN,bɒːsen,,,,,
بدن انسان,شکم,NOUN,ʃekem,,,,,
بدن انسان,کبد,NOUN,kebed,,,,,
بدن انسان,عضله,NOUN,ezelee,,,,,
بدن انسان,گردن,NOUN,ɡereden,,,,,
بدن انسان,قلب,NOUN,qeleb,,,,,
بدن انسان,سینه,NOUN,siːnee,,,,,
بدن انسان,کمر,NOUN,kemer,,,,,
بدن انسان,لگن,NOUN,leɡen,,,,,
بدن انسان,پشت,NOUN,post,,,,,
بدن انسان,پوست,NOUN,puːset,,,,,
بدن انسان,استخوان,NOUN,æsetexuːɒːn,,,,,
بدن انسان,پیشانی,NOUN,piːʃɒːniː,,,,,
بدن انسان,گونه,NOUN,ɡuːnee,,,,,
بدن انسان,چانه,NOUN,tʃɒːnee,,,,,
بدن انسان,فک,NOUN,fek,,,,,
بدن انسان,زبان,NOUN,zebɒːn,,,,,
بدن انسان,گلو,NOUN,ɡeluː,,,,,
بدن انسان,مژه,NOUN,meʒee,,,,,
بدن انسان,ابرو,NOUN,æberuː,,,,,
بدن انسان,مردمک,NOUN,meredemek,,,,,
بدن انسان,شبکیه,NOUN,ʃebekiːe,,,,,
بدن انسان,ریه,NOUN,riːe,,,,,
بدن انسان,رگ,NOUN,reɡ,,,,,
بدن انسان,سرخرگ,NOUN,serexereɡ,,,,,
بدن انسان,خون,NOUN,xuːn,,,,,
بدن انسان,عصب,NOUN,eseb,,,,,
بدن انسان,اسکلت,NOUN,æsekelet,,,,,
بدن انسان,مهره,NOUN,mehree,,,,,
بدن انسان,مفصل,NOUN,mefesel,,,,,
بدن انسان,تاندون,NOUN,tɒːneduːn,,,,,
بدن انسان,رباط,NOUN,rebɒːt,,,,,
بدن انسان,غضروف,NOUN,ɣezeruːf,,,,,
بدن انسان,شانه,NOUN,ʃɒːnee,,,,,
بدن انسان,زیربغل,NOUN,ziːrebeɣel,,,,,
بدن انسان,آرنج,NOUN,ɒːrenedʒ,,,,,
بدن انسان,ساعد,NOUN,sɒːed,,,,,
بدن انسان,شست,NOUN,ʃeset,,,,,
حروف ربط,اگرچه ,CONJUNCTION,æɡeretʃee,,,,,
حروف ربط,هرچند,CONJUNCTION,hretʃened,,,,,
حروف ربط, سپس,CONJUNCTION,sepes,,,,,
حروف ربط,مانند,CONJUNCTION,mɒːnened,,,,,
حروف ربط,بنابراین,CONJUNCTION,benɒːberɒːiːn,,,,,
حروف ربط, نه,CONJUNCTION,nee,,,,,
حروف ربط, ولی,CONJUNCTION,uːliː,,,,,
حروف ربط,اما,CONJUNCTION,æmɒː,,,,,
حروف ربط, چون,CONJUNCTION,tʃuːn,,,,,
حروف ربط,زیرا,CONJUNCTION,ziːrɒː,,,,,
حروف ربط, پس,CONJUNCTION,pes,,,,,
حروف ربط,که,CONJUNCTION,kee,,,,,
حروف ربط,مگر,CONJUNCTION,meɡer,,,,,
حروف ربط,اگر,CONJUNCTION,æɡer,,,,,
حروف ربط,بلکه,CONJUNCTION,belekee,,,,,
حروف ربط,و,CONJUNCTION,va,,,,,
حروف ربط,با,CONJUNCTION,bæ,,,,,
حروف ربط,یا,CONJUNCTION,jɒː,,,,,
حروف ربط,همچنین,CONJUNCTION,hmetʃeniːn,,,,,
حروف ربط,یعنی,CONJUNCTION,iːeniː,,,,,
حروف ربط,همانند,CONJUNCTION,hmɒːnened,,,,,
رنگ‌ها,رنگ,NOUN,reneɡ,,,,,
رنگ‌ها,سفید,NOUN,sefiːd,,,,,
رنگ‌ها,سیاه,NOUN,sjɒːe,,,,,
رنگ‌ها,خاکستری,NOUN,xɒːkeseteriː,,,,,
رنگ‌ها,قرمز,NOUN,qeremez,,,,,
رنگ‌ها,نارنجی,NOUN,nɒːrenedʒiː,,,,,
رنگ‌ها,زرد,NOUN,zered,,,,,
رنگ‌ها,سبز,NOUN,sebez,,,,,
رنگ‌ها,آبی,NOUN,ɒːbiː,,,,,
رنگ‌ها,بنفش,NOUN,benefeʃ,,,,,
رنگ‌ها,صورتی,NOUN,suːretiː,,,,,
رنگ‌ها,قهوه‌ای,NOUN,qehuːh ɒːiː,,,,,
رنگ‌ها,طلایی,NOUN,telɒːjiː,,,,,
رنگ‌ها,نیلی,NOUN,niːliː,,,,,
رنگ‌ها,سرخابی,NOUN,serexɒːbiː,,,,,
رنگ‌ها,زرشکی,NOUN,zereʃekiː,,,,,
رنگ‌ها,گلبهی,NOUN,ɡelebehiː,,,,,
رنگ‌ها,زیتونی,NOUN,ziːtuːniː,,,,,
رنگ‌ها,سرمه‌ای,NOUN,seremeh ɒːiː,,,,,
رنگ‌ها,کرم,NOUN,kerem,,,,,
رنگ‌ها,خردلی,NOUN,xeredeliː,,,,,
رنگ‌ها,مسی,NOUN,mesiː,,,,,
رنگ‌ها,نقره‌ای,NOUN,neqereh ɒːiː,,,,,
رنگ‌ها,بژ,NOUN,beʒ,,,,,
دسته‌های دستوری,اسم,NOUN,æsem,,,,,
دسته‌های دستوری,صفت,NOUN,sefet,,,,,
دسته‌های دستوری,قید,NOUN,qiːd,,,,,
دسته‌های دستوری,ضمیر,NOUN,zemiːr,,,,,
دسته‌های دستوری,فعل,NOUN,feel,,,,,
دسته‌های دستوری,مصدر,NOUN,meseder,,,,,
دسته‌های دستوری,معلوم,NOUN,meeluːm,,,,,
دسته‌های دستوری,مجهول,NOUN,medʒehuːl,,,,,
دسته‌های دستوری,فاعل,NOUN,fɒːel,,,,,
دسته‌های دستوری,مفعول,NOUN,mefeuːl,,,,,
دسته‌های دستوری,متمم,NOUN,metemem,,,,,
دسته‌های دستوری,جمله,NOUN,dʒemelee,,,,,
دسته‌های دستوری,پیشوند,NOUN,piːʃuːned,,,,,
دسته‌های دستوری,پسوند,NOUN,pesuːned,,,,,
دسته‌های دستوری,ریشه,NOUN,riːʃee,,,,,
دسته‌های دستوری,عبارت,NOUN,ebɒːret,,,,,
بلایای طبیعی,زلزله,NOUN,zelezelee,,,,,
بلایای طبیعی,سیل,NOUN,siːl,,,,,
بلایای طبیعی,طوفان,NOUN,tuːfɒːn,,,,,
بلایای طبیعی,گردباد,NOUN,ɡeredebɒːd,,,,,
بلایای طبیعی,سونامی,NOUN,suːnɒːmiː,,,,,
بلایای طبیعی,آتش‌سوزی,NOUN,ɒːteʃ suːziː,,,,,
بلایای طبیعی,خشکسالی,NOUN,xeʃekesɒːliː,,,,,
بلایای طبیعی,بهمن,NOUN,bæhmæn,,,,,
بلایای طبیعی,آتشفشان,NOUN,atashfeshan,,,,,
بلایای طبیعی,صاعقه,NOUN,sɒːeqee,,,,,
حیوانات,حیوان,NOUN,hjvɒːn,,,,,
حیوانات,سگ,NOUN,seɡ,,,,,
حیوانات,گربه,NOUN,ɡerebee,,,,,
حیوانات,گاو,NOUN,ɡɒːv,,,,,
حیوانات,خوک,NOUN,xuːk,,,,,
حیوانات,مادیان,NOUN,mɒːdjɒːn,,,,,
حیوانات,اسب,NOUN,æseb,,,,,
حیوانات,گوسفند,NOUN,ɡuːsefened,,,,,
حیوانات,میمون,NOUN,miːmuːn,,,,,
حیوانات,موش,NOUN,muːʃ,,,,,
حیوانات,ببر,NOUN,beber,,,,,
حیوانات,خرگوش,NOUN,xereɡuːʃ,,,,,
حیوانات,گوزن,NOUN,ɡuːzen,,,,,
حیوانات,قورباغه,NOUN,quːrebɒːɣee,,,,,
حیوانات,شیر,NOUN,ʃiːr,,,,,
حیوانات,زرافه,NOUN,zerɒːfee,,,,,
حیوانات,فیل,NOUN,fiːl,,,,,
حیوانات,پرنده,NOUN,perenedee,,,,,
حیوانات,مرغ,NOUN,mereɣ,,,,,
حیوانات,گنجشک,NOUN,ɡenedʒeʃek,,,,,
حیوانات,کلاغ,NOUN,kelɒːɣ,,,,,
حیوانات,عقاب,NOUN,eqɒːb,,,,,
حیوانات,شاهین,NOUN,ʃɒːhiːn,,,,,
حیوانات,ماهی,NOUN,mɒːhiː,,,,,
حیوانات,میگو,NOUN,miːɡuː,,,,,
حیوانات,خرچنگ,NOUN,xeretʃeneɡ,,,,,
حیوانات,ساردین,NOUN,sɒːrediːn,,,,,
حیوانات,تن,NOUN,ton,,,,,
حیوانات,اختاپوس,NOUN,æxetɒːpuːs,,,,,
حیوانات,حشره,NOUN,heʃeree,,,,,
حیوانات,پروانه,NOUN,peruːɒːnee,,,,,
حیوانات,ملخ,NOUN,melex,,,,,
حیوانات,عنکبوت,NOUN,enekebuːt,,,,,
حیوانات,مگس,NOUN,meɡes,,,,,
حیوانات,پشه,NOUN,peʃee,,,,,
حیوانات,سوسک,NOUN,suːsek,,,,,
حیوانات,حلزون,NOUN,helezuːn,,,,,
حیوانات,کرم,NOUN,kerem,,,,,
حیوانات,مارمولک,NOUN,mɒːremuːlek,,,,,
حیوانات,مار,NOUN,mɒːr,,,,,
حیوانات,تمساح,NOUN,temesɒːh,,,,,
قیدهای زمانی, پیش,ADVERB,piːʃ,,,,,
قیدهای زمانی,قبل,ADVERB,qebel,,,,,
قیدهای زمانی,قبلاً,ADVERB,qebelɒːً,,,,,
قیدهای زمانی,حال,ADVERB,hɒːl,,,,,
قیدهای زمانی,اکنون,ADVERB,ækenuːn,,,,,
قیدهای زمانی,بلافاصله,ADVERB,belɒːfɒːselee,,,,,
قیدهای زمانی,فوراً,ADVERB,fuːrɒːً,,,,,
قیدهای زمانی,قبلاً,ADVERB,qebelɒːً,,,,,
قیدهای زمانی,هنوز,ADVERB,hnuːz,,,,,
قیدهای زمانی,تازه,ADVERB,tɒːzee,,,,,
قیدهای زمانی, هنگام,ADVERB,hneɡɒːm,,,,,
قیدهای زمانی, بعداً,ADVERB,beedɒːً,,,,,
قیدهای زمانی,بعد,ADVERB,beed,,,,,
قیدهای زمانی,سپس,ADVERB,sepes,,,,,
قیدهای زمانی,دیر,ADVERB,diːr,,,,,
قیدهای زمانی,زود,ADVERB,zuːd,,,,,
قیدهای زمانی,دیروز,ADVERB,diːruːz,,,,,
قیدهای زمانی,دیشب,ADVERB,diːʃeb,,,,,
قیدهای زمانی,امروز,ADVERB,æmeruːz,,,,,
قیدهای زمانی,فردا,ADVERB,feredɒː,,,,,
قیدهای زمانی,حالا,ADVERB,hɒːlɒː,,,,,
قیدهای زمانی, همین ,ADVERB,hmiːn,,,,,
قیدهای مکان,بالا,ADVERB,bɒːlɒː,,,,,
قیدهای مکان,روی,ADVERB,ræviːyy,,,,,
قیدهای مکان,زیر,ADVERB,ziːr,,,,,
قیدهای مکان,جلو,ADVERB,jelov,,,,,
قیدهای مکان,پشت,ADVERB,post,,,,,
قیدهای مکان,وسط,ADVERB,uːset,,,,,
قیدهای مکان,اطراف,ADVERB,æterɒːf,,,,,
قیدهای مکان,روبه‌رو,ADVERB,ruːbeh ruː,,,,,
قیدهای مکان,نزدیک,ADVERB,nezediːk,,,,,
قیدهای مکان,دور,ADVERB,dowr,,,,,
قیدهای مکان,داخل,ADVERB,dæxel,,,,,
قیدهای مکان,خارج,ADVERB,xɒːredʒ,,,,,
قیدهای مکان,اینجا,ADVERB,æiːnedʒɒː,,,,,
قیدهای مکان,آنجا,ADVERB,ɒːnedʒɒː,,,,,
قیدهای مکان,آنجا,ADVERB,ɒːnedʒɒː,,,,,
قیدهای مکان,بیرون,ADVERB,biːruːn,,,,,
قیدهای مکان,  میان,ADVERB,mjɒːn,,,,,
قیدهای مکان, مقابل,ADVERB,meqɒːbel,,,,,
قیدهای مکان,پایین,ADVERB,pɒːjiːn,,,,,
قیدهای احتمال,قطعاً,ADVERB,qeteɒːً,,,,,
قیدهای احتمال,همیشه,ADVERB,hmiːʃee,,,,,
قیدهای احتمال,هرگز,ADVERB,hreɡez,,,,,
قیدهای احتمال,همچنین,ADVERB,hmetʃeniːn,,,,,
قیدهای احتمال,شاید,ADVERB,ʃɒːiːd,,,,,
قیدهای احتمال,به‌راحتی,ADVERB,beh rɒːhetiː,,,,,
قیدهای احتمال,به‌سختی,ADVERB,beh sexetiː,,,,,
قیدهای احتمال,احتمالاً,ADVERB,æhetemɒːlɒːً,,,,,
قیدهای احتمال, ممکن,ADVERB,memeken,,,,,
قیدهای احتمال,حتماً,ADVERB,hetemɒːً,,,,,
قیدهای احتمال,تقریباً,ADVERB,teqeriːbɒːً,,,,,
قیدهای احتمال,اغلب,ADVERB,æɣeleb,,,,,
قیدهای احتمال,گاهی,ADVERB,ɡɒːhiː,,,,,
قیدهای احتمال,معمولاً,ADVERB,meemuːlɒːً,,,,,
قیدهای احتمال,فرضاً,ADVERB,ferezɒːً,,,,,
قیدهای احتمال,تصادفاً,ADVERB,tesɒːdefɒːً,,,,,
قیدهای احتمال,عموماً,ADVERB,emuːmɒːً,,,,,
قیدهای مقدار,نسبتاً,ADVERB,nesebetɒːً,,,,,
قیدهای مقدار,بیشتر,ADVERB,biːʃeter,,,,,
قیدهای مقدار,کمتر,ADVERB,kemeter,,,,,
قیدهای مقدار,خیلی,ADVERB,xiːliː,,,,,
قیدهای مقدار,زیاد,ADVERB,zjɒːd,,,,,
قیدهای مقدار,کم,ADVERB,kem,,,,,
قیدهای مقدار,کمی,ADVERB,kemiː,,,,,
قیدهای مقدار,تقریباً,ADVERB,teqeriːbɒːً,,,,,
قیدهای مقدار,کافی,ADVERB,kɒːfiː,,,,,
قیدهای مقدار,دقیقاً,ADVERB,deqiːqɒːً,,,,,
قیدهای مقدار,فقط,ADVERB,feqet,,,,,
قیدهای مقدار, اندازه,ADVERB,ænedɒːzee,,,,,
قیدهای مقدار,کامل,ADVERB,kɒːmel,,,,,
قیدهای مقدار,هیچ,ADVERB,hiːtʃ,,,,,
قیدهای مقدار,ناکافی,ADVERB,nɒːkɒːfiː,,,,,
قیدهای مقدار,کاملاً,ADVERB,kɒːmelɒːً,,,,,
قیدهای کیفیت / حالت,واضحاً,ADVERB,uːɒːzehɒːً,,,,,
قیدهای کیفیت / حالت,خوب,ADVERB,xuːb,,,,,
قیدهای کیفیت / حالت,بد,ADVERB,bed,,,,,
قیدهای کیفیت / حالت,بهتر,ADVERB,behter,,,,,
قیدهای کیفیت / حالت,بدتر,ADVERB,bedeter,,,,,
قیدهای کیفیت / حالت,معمولی,ADVERB,meemuːliː,,,,,
قیدهای کیفیت / حالت,آهسته,ADVERB,ɒːhsetee,,,,,
قیدهای کیفیت / حالت,سریع,ADVERB,seriː,,,,,
قیدهای کیفیت / حالت,عمداً,ADVERB,emedɒːً,,,,,
قیدهای کیفیت / حالت,واضح,ADVERB,uːɒːzeh,,,,,
قیدهای کیفیت / حالت,دقیق,ADVERB,deqiːq,,,,,
قیدهای کیفیت / حالت,آشکار,ADVERB,ɒːʃekɒːr,,,,,
قیدهای کیفیت / حالت,همچنین,ADVERB,hmetʃeniːn,,,,,
قیدهای کیفیت / حالت,منحصراً,ADVERB,meneheserɒːً,,,,,
قیدهای کیفیت / حالت,مخصوصاً,ADVERB,mexesuːsɒːً,,,,,
قیدهای کیفیت / حالت,حتی,ADVERB,hetiː,,,,,
قیدهای کیفیت / حالت,فقط,ADVERB,feqet,,,,,
قیدهای کیفیت / حالت,دقیقاً,ADVERB,deqiːqɒːً,,,,,
قیدهای کیفیت / حالت,آرام,ADVERB,ɒːrɒːm,,,,,
قیدهای کیفیت / حالت,جدی,ADVERB,dʒediː,,,,,
قیدهای کیفیت / حالت,خوشحالانه,ADVERB,xuːʃehɒːlɒːnee,,,,,
قیدهای کیفیت / حالت,غمگینانه,ADVERB,ɣemeɡiːnɒːnee,,,,,
قیدهای کیفیت / حالت,مهربانانه,ADVERB,mehrebɒːnɒːnee,,,,,
قیدهای کیفیت / حالت,مؤدبانه,ADVERB,muːdebɒːnee,,,,,
قیدهای کیفیت / حالت,صادقانه,ADVERB,sɒːdeqɒːnee,,,,,
